NumOfTips,LikCalculations,Time,isInfLik
0250,5000,0117.480,1
0250,5000,0123.317,0
0250,5000,0117.667,0
0250,5000,0118.705,0
0250,5000,0116.140,1
0250,5000,0121.211,0
0250,5000,0178.937,0
0250,5000,0129.085,0
0250,5000,0165.740,0
0250,5000,0112.978,0
0250,5000,0170.306,0
0300,5000,0182.627,0
0300,5000,0110.219,0
0300,5000,0177.911,1
0300,5000,0145.767,1
0300,5000,0174.987,0
0300,5000,0295.096,1
0300,5000,0209.855,1
0300,5000,0130.192,0
0300,5000,0157.948,1
0300,5000,0158.414,0
0300,5000,0182.483,0
0300,5000,0180.737,1
0300,5000,0168.802,0
0300,5000,0131.989,0
0300,5000,0135.620,0
0300,5000,0207.330,0
0300,5000,0138.312,1
0300,5000,0165.226,0
0300,5000,0168.355,1
0300,5000,0118.594,0
0300,5000,0120.993,0
0300,5000,0149.050,0
0300,5000,0120.735,1
0300,5000,0215.087,0
0300,5000,0161.444,0
0300,5000,0139.007,1
0300,5000,0196.294,0
0300,5000,0146.226,1
0300,5000,0133.360,0
0300,5000,0136.030,0
0300,5000,0164.199,0
0300,5000,0115.444,0
0300,5000,0198.419,1
0300,5000,0133.211,0
0300,5000,0197.761,0
0300,5000,0122.833,0
0300,5000,0140.297,0
0300,5000,0173.559,0
0300,5000,0167.794,0
0300,5000,0198.768,0
0300,5000,0152.732,0
0300,5000,0188.831,1
0300,5000,0175.645,0
0300,5000,0181.571,0
0300,5000,0167.256,0
0300,5000,0163.015,0
0300,5000,0155.040,0
0300,5000,0158.785,0
0300,5000,0160.757,1
0300,5000,0113.668,1
0400,5000,0214.173,1
0400,5000,0172.581,1
0400,5000,0171.633,1
0400,5000,0180.890,0
0400,5000,0193.805,0
0400,5000,0150.895,1
0400,5000,0226.829,1
0400,5000,0193.844,0
0400,5000,0174.822,1
0400,5000,0210.938,0
0400,5000,0218.648,1
0400,5000,0250.054,1
0400,5000,0160.463,1
0400,5000,0227.214,1
0400,5000,0228.156,1
0400,5000,0189.833,1
0400,5000,0115.470,1
0400,5000,0162.944,1
0400,5000,0280.909,0
0400,5000,0136.474,1
0400,5000,0168.172,0
0400,5000,0257.358,0
0400,5000,0192.705,1
0400,5000,0207.351,0
0400,5000,0183.788,0
0400,5000,0161.024,1
0400,5000,0138.928,1
0400,5000,0239.535,1
0400,5000,0151.236,1
0400,5000,0146.689,1
0400,5000,0274.495,0
0400,5000,0196.068,0
0400,5000,0198.608,1
0400,5000,0186.885,0
0400,5000,0171.232,0
0400,5000,0161.793,1
0400,5000,0257.068,1
0400,5000,0238.188,1
0400,5000,0169.326,0
0400,5000,0224.891,0
0400,5000,0208.044,1
0400,5000,0212.612,1
0400,5000,0240.900,1
0400,5000,0198.174,0
0400,5000,0154.351,0
0400,5000,0186.872,0
0400,5000,0142.351,0
0400,5000,0166.507,1
0400,5000,0168.819,1
0400,5000,0220.843,1
0500,5000,0190.716,0
0500,5000,0244.338,1
0500,5000,0257.254,1
0500,5000,0209.782,0
0500,5000,0275.525,1
0500,5000,0226.582,1
0500,5000,0168.361,1
0500,5000,0259.807,0
0500,5000,0324.876,1
0500,5000,0303.424,1
0500,5000,0191.011,1
0500,5000,0195.844,1
0500,5000,0205.413,1
0500,5000,0221.156,1
0500,5000,0226.070,1
0500,5000,0239.961,1
0500,5000,0236.298,1
0500,5000,0292.889,1
0500,5000,0281.654,1
0500,5000,0249.636,1
0500,5000,0288.337,1
0500,5000,0275.663,1
0500,5000,0211.757,1
0500,5000,0236.363,1
0500,5000,0277.139,0
0500,5000,0414.598,1
0500,5000,0328.259,1
0500,5000,0312.075,0
0500,5000,0242.862,1
0500,5000,0240.934,1
0500,5000,0289.411,1
0500,5000,0231.080,1
0500,5000,0195.258,1
0500,5000,0219.810,1
0500,5000,0258.839,1
0500,5000,0126.534,1
0500,5000,0246.224,1
0500,5000,0229.584,1
0500,5000,0234.805,1
0500,5000,0223.754,1
0500,5000,0311.340,1
0500,5000,0288.001,1
0500,5000,0353.531,1
0500,5000,0128.179,1
0500,5000,0162.968,1
0500,5000,0296.245,1
0500,5000,0276.995,1
0500,5000,0272.595,1
0500,5000,0284.899,1
0500,5000,0294.104,1
0600,5000,0236.599,1
0600,5000,0298.737,1
0600,5000,0308.086,1
0600,5000,0187.591,1
0600,5000,0232.576,1
0600,5000,0194.632,1
0600,5000,0338.161,1
0600,5000,0255.975,1
0600,5000,0295.102,1
0600,5000,0312.466,1
0600,5000,0213.214,1
0600,5000,0291.147,1
0600,5000,0335.946,1
0600,5000,0228.120,1
0600,5000,0296.544,1
0600,5000,0336.241,1
0600,5000,0241.917,0
0600,5000,0248.873,1
0600,5000,0343.209,0
0600,5000,0313.606,1
0600,5000,0339.791,1
0600,5000,0259.578,1
0600,5000,0304.829,1
0600,5000,0282.717,1
0600,5000,0322.689,1
0600,5000,0247.931,1
0600,5000,0372.741,1
0600,5000,0316.249,1
0600,5000,0295.956,1
0600,5000,0318.455,1
0600,5000,0278.721,1
0600,5000,0339.421,0
0600,5000,0354.817,1
0600,5000,0278.569,1
0600,5000,0273.810,1
0600,5000,0202.713,1
0600,5000,0275.393,1
0600,5000,0213.063,1
0600,5000,0250.105,1
0600,5000,0203.361,1
0600,5000,0233.036,1
0600,5000,0250.729,1
0600,5000,0343.195,1
0600,5000,0229.762,1
0600,5000,0349.821,1
0600,5000,0248.414,1
0600,5000,0236.951,0
0600,5000,0192.394,1
0600,5000,0231.370,1
0600,5000,0253.470,1
0800,5000,0398.724,1
0800,5000,0326.877,1
0800,5000,0284.552,1
0800,5000,0392.841,1
0800,5000,0333.750,1
0800,5000,0358.785,1
0800,5000,0308.006,1
0800,5000,0519.520,1
0800,5000,0416.050,1
0800,5000,0250.978,1
0800,5000,0303.768,1
0800,5000,0552.264,1
0800,5000,0409.150,1
0800,5000,0373.996,1
0800,5000,0348.765,1
0800,5000,0665.164,1
0800,5000,0245.385,1
0800,5000,0369.568,1
0800,5000,0348.010,1
0800,5000,0449.447,1
0800,5000,0254.805,1
0800,5000,0317.214,1
0800,5000,0439.721,1
0800,5000,0373.930,1
0800,5000,0343.375,1
0800,5000,0328.976,1
0800,5000,0508.868,1
0800,5000,0318.645,1
0800,5000,0363.885,1
0800,5000,0457.219,1
0800,5000,0433.431,1
0800,5000,0384.103,1
0800,5000,0393.541,1
0800,5000,0427.585,1
0800,5000,0300.822,1
0800,5000,0319.507,1
0800,5000,0343.001,1
0800,5000,0367.468,1
0800,5000,0417.860,1
0800,5000,0225.201,1
0800,5000,0364.835,1
0800,5000,0508.969,1
0800,5000,0308.571,1
0800,5000,0434.492,1
0800,5000,0412.377,1
0800,5000,0304.009,1
0800,5000,0424.214,1
0800,5000,0370.099,1
0800,5000,0457.121,1
0800,5000,0393.421,1
1000,5000,0398.590,1
1000,5000,0287.626,1
1000,5000,0391.942,1
1000,5000,0561.201,1
1000,5000,0590.199,1
1000,5000,0496.763,1
1000,5000,0436.987,1
1000,5000,0477.434,1
1000,5000,0461.116,1
1000,5000,0552.127,1
1000,5000,0457.373,1
1000,5000,0419.601,1
1000,5000,0455.507,1
1000,5000,0427.907,1
1000,5000,0472.342,1
1000,5000,0467.110,1
1000,5000,0438.869,1
1000,5000,0384.494,1
1000,5000,0577.742,1
1000,5000,0455.023,1
1000,5000,0516.206,1
1000,5000,0492.939,1
1000,5000,0445.350,1
1000,5000,0341.696,1
1000,5000,0391.213,1
1000,5000,0373.998,1
1000,5000,0487.667,1
1000,5000,0530.562,1
1000,5000,0428.748,1
1000,5000,0445.286,1
1000,5000,0432.141,1
1000,5000,0516.718,1
1000,5000,0377.391,1
1000,5000,0427.550,1
1000,5000,0324.076,1
1000,5000,0502.232,1
1000,5000,0494.239,1
1000,5000,0562.036,1
1000,5000,0340.762,1
1000,5000,0483.587,1
1000,5000,0359.283,1
1000,5000,0463.942,1
1000,5000,0442.468,1
1000,5000,0533.004,1
1000,5000,0509.492,1
1000,5000,0547.443,1
1000,5000,0547.936,1
1000,5000,0418.314,1
1000,5000,0380.359,1
1000,5000,0539.227,1
