NumOfTips,LikCalculations,Time,isInfLik
0800,5000,0062.430,0
0800,5000,0057.305,0
0800,5000,0059.390,0
0800,5000,0053.824,0
0800,5000,0058.033,0
0800,5000,0054.737,0
0800,5000,0059.711,0
0800,5000,0060.139,0
0800,5000,0062.969,0
0800,5000,0057.595,0
1000,5000,0081.275,0
1000,5000,0087.597,0
1000,5000,0072.460,0
1000,5000,0077.506,0
1000,5000,0090.404,0
1000,5000,0067.273,0
1000,5000,0076.366,0
1000,5000,0076.866,0
1000,5000,0077.981,0
1000,5000,0072.308,0
1000,5000,0078.893,0
1000,5000,0084.364,0
1000,5000,0075.593,0
1000,5000,0072.774,0
1000,5000,0073.151,0
1000,5000,0072.300,0
1000,5000,0072.356,0
1000,5000,0075.271,0
1000,5000,0072.389,0
1000,5000,0073.196,0
1000,5000,0082.414,0
1000,5000,0078.559,0
1000,5000,0078.756,0
1000,5000,0074.640,0
1000,5000,0070.883,0
1000,5000,0078.932,0
1000,5000,0079.804,0
1000,5000,0076.652,0
1000,5000,0072.946,0
1000,5000,0069.844,0
